Join_Count,TARGET_FID,LOCATION,CATEGORY,PATTERN,PERC_HOT,PERC_COLD,TREND_Z,TREND_P,TREND_BIN,SUM_VALUE,MIN_VALUE,MAX_VALUE,MEAN_VALUE,STD_VALUE,MED_VALUE,STATEFP,COUNTYFP,COUNTYNS,GEOIDFQ,GEOID,NAME,NAMELSAD,STUSPS,STATE_NAME,LSAD,ALAND,AWATER,Shape_Length_1,Shape_Area_1,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION_1,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE,GeoLevel,Comparison,STATE_NAME_1,STATE_ABBR,COUNTY_FIPS,COUNTY_NAME,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Shape_Length,Shape_Area
1,1,4,0,No Pattern Detected,23.333333333333332,40.000000000000000,1.270832385043635,0.203788310239040,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.033333333333333,0.179505493571150,0.000000000000000,12,113,00306914,0500000US12113,12113,Santa Rosa,Santa Rosa County,FL,Florida,06,2622106400.000000000000000,543294939.000000000000000,2.623952529526888,0.280065463674984,12,Florida,FL,12113,Santa Rosa County,12113,"Santa Rosa County, Florida",1012.400525000000016,188994,0,76585,184,69524,676,29118,2500,3962,685,14503,1196,9823,1132,19457,2243,30867,91,41211,58,26804,1370,3448,479,1261,322,37742,813,3323,627,6487,633,1276,388,2439,505,5311,434,15.900000000000000,1.400000000000000,4.700000000000000,0.800000000000000,20.899999999999999,1.700000000000000,7.400000000000000,0.800000000000000,10.900000000000000,1.300000000000000,16.300000000000001,0.100000000000000,21.800000000000001,0.100000000000000,15.000000000000000,0.800000000000000,4.900000000000000,0.700000000000000,0.700000000000000,0.200000000000000,20.000000000000000,0.400000000000000,4.400000000000000,0.800000000000000,8.500000000000000,0.800000000000000,1.800000000000000,0.500000000000000,3.500000000000000,0.700000000000000,2.800000000000000,0.200000000000000,0.075800000000000,0.363600000000000,0.197000000000000,0.106100000000000,0.303000000000000,1.045500000000000,0.090900000000000,0.181800000000000,0.833300000000000,0.318200000000000,0.363600000000000,0.106100000000000,1.803000000000000,0.060600000000000,0.136400000000000,0.136400000000000,0.136400000000000,0.484800000000000,0.303000000000000,0.257600000000000,0.106100000000000,0.545500000000000,1.697000000000000,0.151500000000000,4.681900000000000,0.060600000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146544,5555,844,10774,638,11652,0,3578,472,353,109,319,74,9496,1088,1570,679,8.000000000000000,1.200000000000000,5.700000000000000,0.300000000000000,6.200000000000000,0.000000000000000,1.900000000000000,0.200000000000000,0.200000000000000,0.100000000000000,0.200000000000000,0.100000000000000,5.000000000000000,0.600000000000000,0.800000000000000,0.400000000000000,County,State,Florida,FL,12113,Santa Rosa County,3026,360,Santa Rosa County,county,FL,FL,"Pensacola-Ferry Pass-Brent, FL",12,113,313725.514900000009220,319704.324699999997392,327085.655099999974482,334522.608300000021700,341270.556800000020303,346903.790900000021793,350260.888800000015181,351597.742299999983516,350849.150100000028033,350059.773099999991246,349174.344700000016019,348530.208400000003166,32186.944399999454618,64749961.863041013479233
1,2,5,0,No Pattern Detected,23.333333333333332,36.666666666666664,1.466860593239862,0.142413982312587,0.000000000000000,14.000000000000000,0.000000000000000,5.000000000000000,0.466666666666667,1.087300428686673,0.000000000000000,12,113,00306914,0500000US12113,12113,Santa Rosa,Santa Rosa County,FL,Florida,06,2622106400.000000000000000,543294939.000000000000000,2.623952529526888,0.280065463674984,12,Florida,FL,12113,Santa Rosa County,12113,"Santa Rosa County, Florida",1012.400525000000016,188994,0,76585,184,69524,676,29118,2500,3962,685,14503,1196,9823,1132,19457,2243,30867,91,41211,58,26804,1370,3448,479,1261,322,37742,813,3323,627,6487,633,1276,388,2439,505,5311,434,15.900000000000000,1.400000000000000,4.700000000000000,0.800000000000000,20.899999999999999,1.700000000000000,7.400000000000000,0.800000000000000,10.900000000000000,1.300000000000000,16.300000000000001,0.100000000000000,21.800000000000001,0.100000000000000,15.000000000000000,0.800000000000000,4.900000000000000,0.700000000000000,0.700000000000000,0.200000000000000,20.000000000000000,0.400000000000000,4.400000000000000,0.800000000000000,8.500000000000000,0.800000000000000,1.800000000000000,0.500000000000000,3.500000000000000,0.700000000000000,2.800000000000000,0.200000000000000,0.075800000000000,0.363600000000000,0.197000000000000,0.106100000000000,0.303000000000000,1.045500000000000,0.090900000000000,0.181800000000000,0.833300000000000,0.318200000000000,0.363600000000000,0.106100000000000,1.803000000000000,0.060600000000000,0.136400000000000,0.136400000000000,0.136400000000000,0.484800000000000,0.303000000000000,0.257600000000000,0.106100000000000,0.545500000000000,1.697000000000000,0.151500000000000,4.681900000000000,0.060600000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146544,5555,844,10774,638,11652,0,3578,472,353,109,319,74,9496,1088,1570,679,8.000000000000000,1.200000000000000,5.700000000000000,0.300000000000000,6.200000000000000,0.000000000000000,1.900000000000000,0.200000000000000,0.200000000000000,0.100000000000000,0.200000000000000,0.100000000000000,5.000000000000000,0.600000000000000,0.800000000000000,0.400000000000000,County,State,Florida,FL,12113,Santa Rosa County,3026,360,Santa Rosa County,county,FL,FL,"Pensacola-Ferry Pass-Brent, FL",12,113,313725.514900000009220,319704.324699999997392,327085.655099999974482,334522.608300000021700,341270.556800000020303,346903.790900000021793,350260.888800000015181,351597.742299999983516,350849.150100000028033,350059.773099999991246,349174.344700000016019,348530.208400000003166,32186.944399999454618,64749961.863041013479233
1,3,6,0,No Pattern Detected,23.333333333333332,36.666666666666664,1.270561042586172,0.203884878984105,0.000000000000000,18.000000000000000,0.000000000000000,5.000000000000000,0.600000000000000,1.306394529484362,0.000000000000000,12,113,00306914,0500000US12113,12113,Santa Rosa,Santa Rosa County,FL,Florida,06,2622106400.000000000000000,543294939.000000000000000,2.623952529526888,0.280065463674984,12,Florida,FL,12113,Santa Rosa County,12113,"Santa Rosa County, Florida",1012.400525000000016,188994,0,76585,184,69524,676,29118,2500,3962,685,14503,1196,9823,1132,19457,2243,30867,91,41211,58,26804,1370,3448,479,1261,322,37742,813,3323,627,6487,633,1276,388,2439,505,5311,434,15.900000000000000,1.400000000000000,4.700000000000000,0.800000000000000,20.899999999999999,1.700000000000000,7.400000000000000,0.800000000000000,10.900000000000000,1.300000000000000,16.300000000000001,0.100000000000000,21.800000000000001,0.100000000000000,15.000000000000000,0.800000000000000,4.900000000000000,0.700000000000000,0.700000000000000,0.200000000000000,20.000000000000000,0.400000000000000,4.400000000000000,0.800000000000000,8.500000000000000,0.800000000000000,1.800000000000000,0.500000000000000,3.500000000000000,0.700000000000000,2.800000000000000,0.200000000000000,0.075800000000000,0.363600000000000,0.197000000000000,0.106100000000000,0.303000000000000,1.045500000000000,0.090900000000000,0.181800000000000,0.833300000000000,0.318200000000000,0.363600000000000,0.106100000000000,1.803000000000000,0.060600000000000,0.136400000000000,0.136400000000000,0.136400000000000,0.484800000000000,0.303000000000000,0.257600000000000,0.106100000000000,0.545500000000000,1.697000000000000,0.151500000000000,4.681900000000000,0.060600000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146544,5555,844,10774,638,11652,0,3578,472,353,109,319,74,9496,1088,1570,679,8.000000000000000,1.200000000000000,5.700000000000000,0.300000000000000,6.200000000000000,0.000000000000000,1.900000000000000,0.200000000000000,0.200000000000000,0.100000000000000,0.200000000000000,0.100000000000000,5.000000000000000,0.600000000000000,0.800000000000000,0.400000000000000,County,State,Florida,FL,12113,Santa Rosa County,3026,360,Santa Rosa County,county,FL,FL,"Pensacola-Ferry Pass-Brent, FL",12,113,313725.514900000009220,319704.324699999997392,327085.655099999974482,334522.608300000021700,341270.556800000020303,346903.790900000021793,350260.888800000015181,351597.742299999983516,350849.150100000028033,350059.773099999991246,349174.344700000016019,348530.208400000003166,32186.944200003519654,64749961.058383762836456
2,4,7,0,No Pattern Detected,23.333333333333332,46.666666666666664,1.143404182605832,0.252870835927442,0.000000000000000,20.000000000000000,0.000000000000000,5.000000000000000,0.666666666666667,1.445298892578587,0.000000000000000,12,113,00306914,0500000US12113,12113,Santa Rosa,Santa Rosa County,FL,Florida,06,2622106400.000000000000000,543294939.000000000000000,2.623952529526888,0.280065463674984,12,Florida,FL,12113,Santa Rosa County,12113,"Santa Rosa County, Florida",1012.400525000000016,188994,0,76585,184,69524,676,29118,2500,3962,685,14503,1196,9823,1132,19457,2243,30867,91,41211,58,26804,1370,3448,479,1261,322,37742,813,3323,627,6487,633,1276,388,2439,505,5311,434,15.900000000000000,1.400000000000000,4.700000000000000,0.800000000000000,20.899999999999999,1.700000000000000,7.400000000000000,0.800000000000000,10.900000000000000,1.300000000000000,16.300000000000001,0.100000000000000,21.800000000000001,0.100000000000000,15.000000000000000,0.800000000000000,4.900000000000000,0.700000000000000,0.700000000000000,0.200000000000000,20.000000000000000,0.400000000000000,4.400000000000000,0.800000000000000,8.500000000000000,0.800000000000000,1.800000000000000,0.500000000000000,3.500000000000000,0.700000000000000,2.800000000000000,0.200000000000000,0.075800000000000,0.363600000000000,0.197000000000000,0.106100000000000,0.303000000000000,1.045500000000000,0.090900000000000,0.181800000000000,0.833300000000000,0.318200000000000,0.363600000000000,0.106100000000000,1.803000000000000,0.060600000000000,0.136400000000000,0.136400000000000,0.136400000000000,0.484800000000000,0.303000000000000,0.257600000000000,0.106100000000000,0.545500000000000,1.697000000000000,0.151500000000000,4.681900000000000,0.060600000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146544,5555,844,10774,638,11652,0,3578,472,353,109,319,74,9496,1088,1570,679,8.000000000000000,1.200000000000000,5.700000000000000,0.300000000000000,6.200000000000000,0.000000000000000,1.900000000000000,0.200000000000000,0.200000000000000,0.100000000000000,0.200000000000000,0.100000000000000,5.000000000000000,0.600000000000000,0.800000000000000,0.400000000000000,County,State,Florida,FL,12113,Santa Rosa County,3026,360,Santa Rosa County,county,FL,FL,"Pensacola-Ferry Pass-Brent, FL",12,113,313725.514900000009220,319704.324699999997392,327085.655099999974482,334522.608300000021700,341270.556800000020303,346903.790900000021793,350260.888800000015181,351597.742299999983516,350849.150100000028033,350059.773099999991246,349174.344700000016019,348530.208400000003166,32186.944399999454618,64749961.863041013479233
1,5,8,0,No Pattern Detected,23.333333333333332,46.666666666666664,1.144256696893543,0.252517215365104,0.000000000000000,5.000000000000000,0.000000000000000,2.000000000000000,0.166666666666667,0.521749194749951,0.000000000000000,12,091,00306915,0500000US12091,12091,Okaloosa,Okaloosa County,FL,Florida,06,2408331330.000000000000000,820578555.000000000000000,2.028288499976317,0.242536719141788,12,Florida,FL,12091,Okaloosa County,12091,"Okaloosa County, Florida",929.861523499999976,212021,0,101408,87,83334,894,37398,2497,3239,523,23247,1329,10188,912,22510,1691,34564,73,47292,0,30738,1313,4768,594,3626,782,60954,869,17226,859,4715,575,1809,363,3097,450,5278,88,18.100000000000001,1.200000000000000,3.300000000000000,0.500000000000000,27.899999999999999,1.600000000000000,7.000000000000000,0.600000000000000,11.400000000000000,0.800000000000000,16.300000000000001,0.100000000000000,22.300000000000001,0.000000000000000,15.600000000000000,0.700000000000000,5.700000000000000,0.700000000000000,1.800000000000000,0.400000000000000,28.699999999999999,0.400000000000000,17.000000000000000,0.800000000000000,4.600000000000000,0.600000000000000,2.100000000000000,0.400000000000000,3.700000000000000,0.500000000000000,2.500000000000000,0.000000000000000,0.212100000000000,0.030300000000000,0.681800000000000,0.075800000000000,0.393900000000000,1.393900000000000,0.136400000000000,0.181800000000000,0.909100000000000,0.409100000000000,0.515200000000000,0.515200000000000,2.530400000000000,0.530300000000000,0.454500000000000,0.454500000000000,0.454500000000000,0.818200000000000,0.106100000000000,0.439400000000000,0.166700000000000,0.484800000000000,2.015200000000000,0.242400000000000,6.394000000000000,0.212100000000000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,220608,7848,746,19679,787,21317,0,6784,472,250,83,237,126,11773,1169,914,302,9.400000000000000,0.900000000000000,9.300000000000001,0.400000000000000,10.100000000000000,0.000000000000000,3.200000000000000,0.200000000000000,0.100000000000000,0.100000000000000,0.100000000000000,0.100000000000000,5.600000000000000,0.600000000000000,0.400000000000000,0.100000000000000,County,State,Florida,FL,12091,Okaloosa County,2460,325,Okaloosa County,county,FL,FL,"Crestview-Fort Walton Beach-Destin, FL",12,91,332672.453600000008009,338812.136300000012852,345657.465399999986403,352642.255000000004657,359561.101399999985006,365381.729099999996834,368706.828700000012759,369269.896799999987707,368319.939699999988079,367406.752199999988079,366811.580000000016298,366108.187299999990501,32186.944399999454618,64749961.863041013479233
1,6,9,0,No Pattern Detected,23.333333333333332,50.000000000000000,0.715618089467649,0.474227205987750,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.033333333333333,0.179505493571150,0.000000000000000,12,091,00306915,0500000US12091,12091,Okaloosa,Okaloosa County,FL,Florida,06,2408331330.000000000000000,820578555.000000000000000,2.028288499976317,0.242536719141788,12,Florida,FL,12091,Okaloosa County,12091,"Okaloosa County, Florida",929.861523499999976,212021,0,101408,87,83334,894,37398,2497,3239,523,23247,1329,10188,912,22510,1691,34564,73,47292,0,30738,1313,4768,594,3626,782,60954,869,17226,859,4715,575,1809,363,3097,450,5278,88,18.100000000000001,1.200000000000000,3.300000000000000,0.500000000000000,27.899999999999999,1.600000000000000,7.000000000000000,0.600000000000000,11.400000000000000,0.800000000000000,16.300000000000001,0.100000000000000,22.300000000000001,0.000000000000000,15.600000000000000,0.700000000000000,5.700000000000000,0.700000000000000,1.800000000000000,0.400000000000000,28.699999999999999,0.400000000000000,17.000000000000000,0.800000000000000,4.600000000000000,0.600000000000000,2.100000000000000,0.400000000000000,3.700000000000000,0.500000000000000,2.500000000000000,0.000000000000000,0.212100000000000,0.030300000000000,0.681800000000000,0.075800000000000,0.393900000000000,1.393900000000000,0.136400000000000,0.181800000000000,0.909100000000000,0.409100000000000,0.515200000000000,0.515200000000000,2.530400000000000,0.530300000000000,0.454500000000000,0.454500000000000,0.454500000000000,0.818200000000000,0.106100000000000,0.439400000000000,0.166700000000000,0.484800000000000,2.015200000000000,0.242400000000000,6.394000000000000,0.212100000000000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,220608,7848,746,19679,787,21317,0,6784,472,250,83,237,126,11773,1169,914,302,9.400000000000000,0.900000000000000,9.300000000000001,0.400000000000000,10.100000000000000,0.000000000000000,3.200000000000000,0.200000000000000,0.100000000000000,0.100000000000000,0.100000000000000,0.100000000000000,5.600000000000000,0.600000000000000,0.400000000000000,0.100000000000000,County,State,Florida,FL,12091,Okaloosa County,2460,325,Okaloosa County,county,FL,FL,"Crestview-Fort Walton Beach-Destin, FL",12,91,332672.453600000008009,338812.136300000012852,345657.465399999986403,352642.255000000004657,359561.101399999985006,365381.729099999996834,368706.828700000012759,369269.896799999987707,368319.939699999988079,367406.752199999988079,366811.580000000016298,366108.187299999990501,32186.944399999454618,64749961.863041013479233
1,7,10,0,No Pattern Detected,23.333333333333332,46.666666666666664,0.035899835594088,0.971362226958976,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.033333333333333,0.179505493571150,0.000000000000000,12,091,00306915,0500000US12091,12091,Okaloosa,Okaloosa County,FL,Florida,06,2408331330.000000000000000,820578555.000000000000000,2.028288499976317,0.242536719141788,12,Florida,FL,12091,Okaloosa County,12091,"Okaloosa County, Florida",929.861523499999976,212021,0,101408,87,83334,894,37398,2497,3239,523,23247,1329,10188,912,22510,1691,34564,73,47292,0,30738,1313,4768,594,3626,782,60954,869,17226,859,4715,575,1809,363,3097,450,5278,88,18.100000000000001,1.200000000000000,3.300000000000000,0.500000000000000,27.899999999999999,1.600000000000000,7.000000000000000,0.600000000000000,11.400000000000000,0.800000000000000,16.300000000000001,0.100000000000000,22.300000000000001,0.000000000000000,15.600000000000000,0.700000000000000,5.700000000000000,0.700000000000000,1.800000000000000,0.400000000000000,28.699999999999999,0.400000000000000,17.000000000000000,0.800000000000000,4.600000000000000,0.600000000000000,2.100000000000000,0.400000000000000,3.700000000000000,0.500000000000000,2.500000000000000,0.000000000000000,0.212100000000000,0.030300000000000,0.681800000000000,0.075800000000000,0.393900000000000,1.393900000000000,0.136400000000000,0.181800000000000,0.909100000000000,0.409100000000000,0.515200000000000,0.515200000000000,2.530400000000000,0.530300000000000,0.454500000000000,0.454500000000000,0.454500000000000,0.818200000000000,0.106100000000000,0.439400000000000,0.166700000000000,0.484800000000000,2.015200000000000,0.242400000000000,6.394000000000000,0.212100000000000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,220608,7848,746,19679,787,21317,0,6784,472,250,83,237,126,11773,1169,914,302,9.400000000000000,0.900000000000000,9.300000000000001,0.400000000000000,10.100000000000000,0.000000000000000,3.200000000000000,0.200000000000000,0.100000000000000,0.100000000000000,0.100000000000000,0.100000000000000,5.600000000000000,0.600000000000000,0.400000000000000,0.100000000000000,County,State,Florida,FL,12091,Okaloosa County,2460,325,Okaloosa County,county,FL,FL,"Crestview-Fort Walton Beach-Destin, FL",12,91,332672.453600000008009,338812.136300000012852,345657.465399999986403,352642.255000000004657,359561.101399999985006,365381.729099999996834,368706.828700000012759,369269.896799999987707,368319.939699999988079,367406.752199999988079,366811.580000000016298,366108.187299999990501,32186.944400006905198,64749961.863070994615555
1,8,93,0,No Pattern Detected,23.333333333333332,36.666666666666664,1.412818260463890,0.157709167713475,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.033333333333333,0.179505493571150,0.000000000000000,12,113,00306914,0500000US12113,12113,Santa Rosa,Santa Rosa County,FL,Florida,06,2622106400.000000000000000,543294939.000000000000000,2.623952529526888,0.280065463674984,12,Florida,FL,12113,Santa Rosa County,12113,"Santa Rosa County, Florida",1012.400525000000016,188994,0,76585,184,69524,676,29118,2500,3962,685,14503,1196,9823,1132,19457,2243,30867,91,41211,58,26804,1370,3448,479,1261,322,37742,813,3323,627,6487,633,1276,388,2439,505,5311,434,15.900000000000000,1.400000000000000,4.700000000000000,0.800000000000000,20.899999999999999,1.700000000000000,7.400000000000000,0.800000000000000,10.900000000000000,1.300000000000000,16.300000000000001,0.100000000000000,21.800000000000001,0.100000000000000,15.000000000000000,0.800000000000000,4.900000000000000,0.700000000000000,0.700000000000000,0.200000000000000,20.000000000000000,0.400000000000000,4.400000000000000,0.800000000000000,8.500000000000000,0.800000000000000,1.800000000000000,0.500000000000000,3.500000000000000,0.700000000000000,2.800000000000000,0.200000000000000,0.075800000000000,0.363600000000000,0.197000000000000,0.106100000000000,0.303000000000000,1.045500000000000,0.090900000000000,0.181800000000000,0.833300000000000,0.318200000000000,0.363600000000000,0.106100000000000,1.803000000000000,0.060600000000000,0.136400000000000,0.136400000000000,0.136400000000000,0.484800000000000,0.303000000000000,0.257600000000000,0.106100000000000,0.545500000000000,1.697000000000000,0.151500000000000,4.681900000000000,0.060600000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146544,5555,844,10774,638,11652,0,3578,472,353,109,319,74,9496,1088,1570,679,8.000000000000000,1.200000000000000,5.700000000000000,0.300000000000000,6.200000000000000,0.000000000000000,1.900000000000000,0.200000000000000,0.200000000000000,0.100000000000000,0.200000000000000,0.100000000000000,5.000000000000000,0.600000000000000,0.800000000000000,0.400000000000000,County,State,Florida,FL,12113,Santa Rosa County,3026,360,Santa Rosa County,county,FL,FL,"Pensacola-Ferry Pass-Brent, FL",12,113,313725.514900000009220,319704.324699999997392,327085.655099999974482,334522.608300000021700,341270.556800000020303,346903.790900000021793,350260.888800000015181,351597.742299999983516,350849.150100000028033,350059.773099999991246,349174.344700000016019,348530.208400000003166,32186.944199997931719,64749961.058361276984215
1,9,94,0,No Pattern Detected,23.333333333333332,43.333333333333336,1.236090777727532,0.216424846082771,0.000000000000000,2.000000000000000,0.000000000000000,1.000000000000000,0.066666666666667,0.249443825784929,0.000000000000000,12,113,00306914,0500000US12113,12113,Santa Rosa,Santa Rosa County,FL,Florida,06,2622106400.000000000000000,543294939.000000000000000,2.623952529526888,0.280065463674984,12,Florida,FL,12113,Santa Rosa County,12113,"Santa Rosa County, Florida",1012.400525000000016,188994,0,76585,184,69524,676,29118,2500,3962,685,14503,1196,9823,1132,19457,2243,30867,91,41211,58,26804,1370,3448,479,1261,322,37742,813,3323,627,6487,633,1276,388,2439,505,5311,434,15.900000000000000,1.400000000000000,4.700000000000000,0.800000000000000,20.899999999999999,1.700000000000000,7.400000000000000,0.800000000000000,10.900000000000000,1.300000000000000,16.300000000000001,0.100000000000000,21.800000000000001,0.100000000000000,15.000000000000000,0.800000000000000,4.900000000000000,0.700000000000000,0.700000000000000,0.200000000000000,20.000000000000000,0.400000000000000,4.400000000000000,0.800000000000000,8.500000000000000,0.800000000000000,1.800000000000000,0.500000000000000,3.500000000000000,0.700000000000000,2.800000000000000,0.200000000000000,0.075800000000000,0.363600000000000,0.197000000000000,0.106100000000000,0.303000000000000,1.045500000000000,0.090900000000000,0.181800000000000,0.833300000000000,0.318200000000000,0.363600000000000,0.106100000000000,1.803000000000000,0.060600000000000,0.136400000000000,0.136400000000000,0.136400000000000,0.484800000000000,0.303000000000000,0.257600000000000,0.106100000000000,0.545500000000000,1.697000000000000,0.151500000000000,4.681900000000000,0.060600000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146544,5555,844,10774,638,11652,0,3578,472,353,109,319,74,9496,1088,1570,679,8.000000000000000,1.200000000000000,5.700000000000000,0.300000000000000,6.200000000000000,0.000000000000000,1.900000000000000,0.200000000000000,0.200000000000000,0.100000000000000,0.200000000000000,0.100000000000000,5.000000000000000,0.600000000000000,0.800000000000000,0.400000000000000,County,State,Florida,FL,12113,Santa Rosa County,3026,360,Santa Rosa County,county,FL,FL,"Pensacola-Ferry Pass-Brent, FL",12,113,313725.514900000009220,319704.324699999997392,327085.655099999974482,334522.608300000021700,341270.556800000020303,346903.790900000021793,350260.888800000015181,351597.742299999983516,350849.150100000028033,350059.773099999991246,349174.344700000016019,348530.208400000003166,32186.944199997931719,64749961.058361276984215
1,10,95,0,No Pattern Detected,23.333333333333332,46.666666666666664,1.055367800598090,0.291257158869419,0.000000000000000,20.000000000000000,0.000000000000000,7.000000000000000,0.666666666666667,1.534781924429512,0.000000000000000,12,113,00306914,0500000US12113,12113,Santa Rosa,Santa Rosa County,FL,Florida,06,2622106400.000000000000000,543294939.000000000000000,2.623952529526888,0.280065463674984,12,Florida,FL,12113,Santa Rosa County,12113,"Santa Rosa County, Florida",1012.400525000000016,188994,0,76585,184,69524,676,29118,2500,3962,685,14503,1196,9823,1132,19457,2243,30867,91,41211,58,26804,1370,3448,479,1261,322,37742,813,3323,627,6487,633,1276,388,2439,505,5311,434,15.900000000000000,1.400000000000000,4.700000000000000,0.800000000000000,20.899999999999999,1.700000000000000,7.400000000000000,0.800000000000000,10.900000000000000,1.300000000000000,16.300000000000001,0.100000000000000,21.800000000000001,0.100000000000000,15.000000000000000,0.800000000000000,4.900000000000000,0.700000000000000,0.700000000000000,0.200000000000000,20.000000000000000,0.400000000000000,4.400000000000000,0.800000000000000,8.500000000000000,0.800000000000000,1.800000000000000,0.500000000000000,3.500000000000000,0.700000000000000,2.800000000000000,0.200000000000000,0.075800000000000,0.363600000000000,0.197000000000000,0.106100000000000,0.303000000000000,1.045500000000000,0.090900000000000,0.181800000000000,0.833300000000000,0.318200000000000,0.363600000000000,0.106100000000000,1.803000000000000,0.060600000000000,0.136400000000000,0.136400000000000,0.136400000000000,0.484800000000000,0.303000000000000,0.257600000000000,0.106100000000000,0.545500000000000,1.697000000000000,0.151500000000000,4.681900000000000,0.060600000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146544,5555,844,10774,638,11652,0,3578,472,353,109,319,74,9496,1088,1570,679,8.000000000000000,1.200000000000000,5.700000000000000,0.300000000000000,6.200000000000000,0.000000000000000,1.900000000000000,0.200000000000000,0.200000000000000,0.100000000000000,0.200000000000000,0.100000000000000,5.000000000000000,0.600000000000000,0.800000000000000,0.400000000000000,County,State,Florida,FL,12113,Santa Rosa County,3026,360,Santa Rosa County,county,FL,FL,"Pensacola-Ferry Pass-Brent, FL",12,113,313725.514900000009220,319704.324699999997392,327085.655099999974482,334522.608300000021700,341270.556800000020303,346903.790900000021793,350260.888800000015181,351597.742299999983516,350849.150100000028033,350059.773099999991246,349174.344700000016019,348530.208400000003166,32186.944000001996756,64749960.253704033792019
